"ORIGEN","DESTINO","CONCESIÓN","OPERADOR","TIPO","OBSERVACIONES"
"San Clemente","Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Magaz De Abajo","Ponferrada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Ponferrada","Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular","Por Cacabelos Y Villadepalos"
"Ponferrada","Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular","Por Posada Y Dehesas"
"Ponferrada","Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular","Por Pol. Ind.
Camponaraya Y Posada"
"Ponferrada","Sorribas","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Ponferrada","Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Sorribas","Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Ponferrada","Polígono Industrial La Llanada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Ponferrada","Lillo Del Bierzo","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Tejedo De Ancares","Lillo Del Bierzo","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Fabero","Páramo Del Sil","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Ponferrada","El Barco De Valdeorras","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular","Por San Justo"
"Ponferrada","El Barco De Valdeorras","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Guimara","Fabero","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Arnadelo","Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Silván","Ponferrada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Gestoso","Ponferrada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Ponferrada","San Juan De La Mata","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Almazán","El Burgo De Osma","VACL-147","Autocares de las Heras, S.L.","Regular",NA
"El Burgo De Osma","Aranda De Duero","VACL-147","Autocares de las Heras, S.L.","Regular",NA
"San Bartolomé De Pinares","Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"San Juan Del Olmo","Ávila","VACL-149","Muñoz Travel, S.L.","Regular","La Ida A La Demanda"
"Narrillos Del Álamo","Ávila","VACL-149","Muñoz Travel, S.L.","Regular","Por Carpio Medianero"
"Cabezas Del Villar","Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Candeleda","Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Porto","Lubián","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"San Ciprián De Sanabria","El Puente","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Calabor","Zamora","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Campaspero","Valladolid","VACL-151","Linecar, S.A.","Regular",NA
"Campaspero","Valladolid","VACL-151","Linecar, S.A.","Regular","Por Bahabón"
"Montemayor De Pililla","Tudela De Duero","VACL-151","Linecar, S.A.","Regular",NA
"Montemayor De Pililla","Valladolid","VACL-151","Linecar, S.A.","Regular",NA
"Tudela De Duero","Valladolid","VACL-151","Linecar, S.A.","Regular",NA
"Castronuño","Toro","VACL-152","Castaño e Hijos, S.L.","Regular",NA
"Melgar De Fernamental","Palencia","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular","Por Santoyo"
"Melgar De Fernamental","Palencia","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular","Directo"
"Lantadilla","Palencia","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular","Por Santoyo"
"Lantadilla","Palencia","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular","Directo"
"Astudillo","Palencia","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular",NA
"Palencia","Villalobón","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular",NA
"Valladolid","Tórtoles De Esgueva","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Regular",NA
"Quintanamanvirgo","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Peñafiel","Piñel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Peñafiel","San Llorente","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"León","Toral De Los Vados","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"León","Villafranca Del Bierzo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Ponferrada","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por A-12 Y A-6"
"Ponferrada","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por A-6"
"León","Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"León","Bembibre","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Con Solape Hasta Vega De Espinareda"
"La Bañeza","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por Santa María Del Páramo"
"La Bañeza","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por N-120"
"La Bañeza","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por Benavides De Órbigo"
"Bembibre","Villafranca Del Bierzo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Ponferrada","Villafranca Del Bierzo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Bembibre","Ponferrada","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por Castropodame"
"Astorga","Benavente","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"La Bañeza","Benavente","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Villalís De La Valduerna","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Estación De Veguellina","Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Alcoba De La Ribera","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Cobrana","Ponferrada","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Cebrones Del Río","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Astorga","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por Carrizo De La Ribera"
"Benavides De Órbigo","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Escuredo","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"León","Antoñán Del Valle","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Santa María De La Isla","Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"San Félix De La Vega","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Pobladura De Pelayo García","Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"León","Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Santa María Del Páramo","León","VACL-161","Autocares Castilla y León, S.A.U.","Regular","Por Villagallegos"
"Latedo","Alcañices","AECL-096","Herederos de A. Tamame, S.A.","Regular",NA
"Pinedas","Béjar","VACL-072","Viagón Autocares, S.L.","Regular",NA
"Burgos","Cuzcurrita","VACL-033","Bus Deobriga, S.L.","Regular",NA
"Castromembibre","Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Tordesillas","Mota Del Marqués","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Monforte De La Sierra","Salamanca","VACL-076","Adojaju, S.L.","Regular",NA
"Santa María Del Páramo","Zotes","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Santa María Del Páramo","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Zotes","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Medina Del Campo","Ataquines","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Medina Del Campo","Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Ataquines","Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Medina Del Campo","Fresno El Viejo","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Medina Del Campo","Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Fresno El Viejo","Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Peñafiel","Piñel De Arriba","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Peñafiel","Encinas De Esgueva","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Peñafiel","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Piñel De Arriba","Encinas De Esgueva","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Piñel De Arriba","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Encinas De Esgueva","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Peñafiel","San Llorente","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Peñafiel","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"San Llorente","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Villafuerte","Amusquillo","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Regular",NA
"Villafuerte","Peñafiel","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Regular",NA
"Amusquillo","Peñafiel","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Regular",NA
"Aldea De San Miguel","Portillo","VACL-126","Linecar, S.A.","Regular",NA
"Aldea De San Miguel","Íscar","VACL-126","Linecar, S.A.","Regular",NA
"Portillo","Íscar","VACL-126","Linecar, S.A.","Regular",NA
"Villavaquerín","Castrillo","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Villavaquerín","Tejeriego","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Villavaquerín","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Castrillo","Tejeriego","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Castrillo","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Tejeriego","Peñafiel","VACL-160","Autocares de las Heras, S.L.","Regular",NA
"Villafranca De Duero","Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"San Román De Hornija","Torrecilla De La Abadesa","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"San Román De Hornija","Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Torrecilla De La Abadesa","Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Robladillo","Geria","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"Robladillo","Simancas","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"Robladillo","Valladolid","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"Geria","Simancas","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"Geria","Valladolid","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"Simancas","Valladolid","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"Valladolid","Tordesillas","VACL-053","La Regional Vallisoletana, S.A.","Regular","Diputación"
"Traspinedo","Tudela","VACL-151","Linecar, S.A.","Regular",NA
"Traspinedo","Herrera","VACL-151","Linecar, S.A.","Regular",NA
"Traspinedo","Valladolid","VACL-151","Linecar, S.A.","Regular",NA
"Tudela","Herrera","VACL-151","Linecar, S.A.","Regular",NA
"Tudela","Valladolid","VACL-151","Linecar, S.A.","Regular",NA
"Herrera","Valladolid","VACL-151","Linecar, S.A.","Regular",NA
"Requena De Campos","Frómista","TR-010","Elisa María Vallejera Soto","Regular",NA
"Dévanos","Ágreda","AECL-086","Serafín Saínz Ruíz","Regular",NA
"Valverde","Ágreda","AECL-086","Serafín Saínz Ruíz","Regular",NA
"Vozmediano","Ágreda","AECL-086","Serafín Saínz Ruíz","Regular",NA
"Castrejón De Trabancos","Medina Del Campo","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Siete Iglesias De Trabancos","Alaejos","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Castromil","Lubián","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Padornelo","Lubián","VACL-150","Autos Álvarez de Viajeros, S.L.","Regular",NA
"Martín Muñoz De Las Posadas","Arévalo","VACL-123","Linecar, S.A.","Regular",NA
"Montejo De Arévalo","Arévalo","VACL-123","Linecar, S.A.","Regular",NA
"Castrillo De Las Piedras","Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Matanza","Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Montealegre","Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Salobral","Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Sanchorreja","Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Aralla De Luna","San Emiliano","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"Huergas De Babia","Cabrillanes","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"La Cueta","Cabrillanes","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"Riolago","San Emiliano","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"Torrestío","San Emiliano","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"Navacepeda","Barco De Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Navalmoro","Barco De Ávila","VAC-222","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Navasequilla","Barco De Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Ortigosa","Barco De Ávila","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Puerto","Barco De Ávila","VAC-222","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"El Cabaco","Béjar","VACL-072","Viagón Autocares, S.L.","Regular",NA
"Molinillo","Béjar","VACL-072","Viagón Autocares, S.L.","Regular",NA
"Valdelageve","Béjar","JEV-022","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Valdelamatanza","El Cerro","TR-015","Juan Belinchón de la Peña","Regular",NA
"Quintanaloranco","Briviesca","AECL-017","Rebeca Vadillo López","Regular",NA
"Arraya De Oca","Burgos","VAC-235","Logroza, S.L.","Regular",NA
"Avellanosa Del Páramo","Burgos","VACL-079","Autobuses Amaya, S.L.","Regular",NA
"Galarde","Burgos","VAC-235","Logroza, S.L.","Regular",NA
"Marquiz","Carbajales","VACL-135","Autobuses Carbajo, S.L.","Regular",NA
"Carrión De Los Condes","Villaldavín","VACL-107","Linecar, S.A.","Regular",NA
"Villamoronta","Carrión De Los Condes","VACL-107","Linecar, S.A.","Regular",NA
"Villota Del Duque","Carrión De Los Condes","VACL-107","Linecar, S.A.","Regular",NA
"Aguilarejo","Cigales","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"San Martín De Valvení","Cigales","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"San Martín De Valvení","Valladolid","VACL-053","La Regional Vallisoletana, S.A.","Regular",NA
"Aleje","Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Calaveras De Arriba","Almanza","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Caminayo","Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Corcos","Almanza","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Corniero","Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Espinosa De Almanza","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Espinosa De Almanza","Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"La Red De Valdetuejar","Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"La Vega De Almanza","Almanza","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"La Velilla De Valdoré","Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Lois","Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Lois","Las Salas","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Mondreganes","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Mondreganes","Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Ocejo De La Peña","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Puente Almuhey","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Quintana De La Peña","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Quintanilla","Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Remolina","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Remolina","Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Regular","Lunes"
"Remolina","Crémenes","VACL-091","Autocares Castilla y León, S.A.U.","Regular","Miércoles"
"Santibáñez De Rueda","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Valcuende","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Valcuende","Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Valle De Las Casas","Almanza","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Villaverde De Arcayos","Almanza","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Villaverde De Arcayos","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Águeda Del Caudillo","Ciudad Rodrigo","VACL-054","J.J. Martín Gallego, S.L.","Regular",NA
"Ciudad Rodrigo","La Atalaya","VACL-054","J.J. Martín Gallego, S.L.","Regular",NA
"Dios Le Guarde","Ciudad Rodrigo","VACL-072","Viagón Autocares, S.L.","Regular",NA
"El Bodón","Ciudad Rodrigo","VACL-054","J.J. Martín Gallego, S.L.","Regular",NA
"Ivanrey","Ciudad Rodrigo","VACL-054","J.J. Martín Gallego, S.L.","Regular",NA
"La Encina","Ciudad Rodrigo","VACL-054","J.J. Martín Gallego, S.L.","Regular",NA
"Pascualarina","Ciudad Rodrigo","VACL-054","J.J. Martín Gallego, S.L.","Regular",NA
"Figueruela De Sayago","Corrales Del Vino","VACL-145","Autocares Viñuela, S.L.","Regular",NA
"Mayalde","Corrales Del Vino","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Peleas De Abajo","Corrales Del Vino","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Villanueva De Campeán","Corrales Del Vino","VACL-014","Zamora - Salamanca, S.A.","Regular",NA
"Encinas De Esgueva","Esguevillas De Esgueva","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Regular",NA
"Olmos De Esgueva","Esguevillas De Esgueva","VACL-159","Autocares Discrecionales Vallisoletanos, S.L. (AUTODIVAL)","Regular",NA
"Astudillo","Itero Del Castillo","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular",NA
"Boadilla Del Camino","Frómista","VACL-038","Linecar, S.A.","Regular",NA
"Itero De La Vega","Frómista","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular",NA
"Itero Del Castillo","Astudillo","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular",NA
"Marcilla De Campos","Frómista","VACL-038","Linecar, S.A.","Regular",NA
"Ribas De Campos","Frómista","VACL-038","Linecar, S.A.","Regular",NA
"Valdespina","Frómista","VACL-153","Joaquín Gómez e Hijos, S.A.","Regular",NA
"Villarmentero De Campos","Frómista","VACL-038","Linecar, S.A.","Regular",NA
"Fresno","Guardo","VACL-107","Linecar, S.A.","Regular",NA
